period_begin,period_end,period_duration,state,state_code,search_word
2022-02-06,2022-02-12,7,Georgia,GA,Nolan
2022-02-13,2022-02-19,7,Georgia,GA,Nolan
2022-02-20,2022-02-26,7,Georgia,GA,Nolan
2022-02-27,2022-03-05,7,Georgia,GA,Nolan
2022-03-06,2022-03-12,7,Georgia,GA,Jayden
2022-03-13,2022-03-19,7,Georgia,GA,Nolan
2022-03-20,2022-03-26,7,Georgia,GA,Jackson
2022-03-27,2022-04-02,7,Georgia,GA,Jackson
2022-04-03,2022-04-09,7,Georgia,GA,Jackson
2022-04-10,2022-04-16,7,Georgia,GA,Jackson
2022-04-17,2022-04-23,7,Georgia,GA,Jackson
2022-04-24,2022-04-30,7,Georgia,GA,Andrew
2022-05-01,2022-05-07,7,Georgia,GA,Eli
2022-05-08,2022-05-14,7,Georgia,GA,Nicholas
2022-05-15,2022-05-21,7,Georgia,GA,Julian
2022-05-22,2022-05-28,7,Georgia,GA,Adam
2022-05-29,2022-06-04,7,Georgia,GA,Jackson
2022-06-05,2022-06-11,7,Georgia,GA,Andrew
2022-06-12,2022-06-18,7,Georgia,GA,Ryan
2022-06-19,2022-06-25,7,Georgia,GA,Ryan
2022-06-26,2022-07-02,7,Georgia,GA,Ryan
2022-07-03,2022-07-09,7,Georgia,GA,Ryan
2022-07-10,2022-07-16,7,Georgia,GA,Nolan
2022-07-17,2022-07-23,7,Georgia,GA,Isaiah
2022-07-24,2022-07-30,7,Georgia,GA,Andrew
2022-07-31,2022-08-06,7,Georgia,GA,Eli
2022-08-07,2022-08-13,7,Georgia,GA,Theodore
2022-08-14,2022-08-20,7,Georgia,GA,Theodore
2022-08-21,2022-08-27,7,Georgia,GA,Theodore
2022-08-28,2022-09-03,7,Georgia,GA,Theodore
2022-09-04,2022-09-10,7,Georgia,GA,Eli
2022-09-11,2022-09-17,7,Georgia,GA,Jackson
2022-09-18,2022-09-24,7,Georgia,GA,Jackson
2022-09-25,2022-10-01,7,Georgia,GA,Hudson
2022-10-02,2022-10-08,7,Georgia,GA,Christian
2022-10-09,2022-10-15,7,Georgia,GA,Andrew
2022-10-16,2022-10-22,7,Georgia,GA,Nicholas
2022-10-23,2022-10-29,7,Georgia,GA,Hudson
2022-10-30,2022-11-05,7,Georgia,GA,Jackson
2022-11-06,2022-11-12,7,Georgia,GA,Andrew
2022-11-13,2022-11-19,7,Georgia,GA,Jayden
2022-11-20,2022-11-26,7,Georgia,GA,William
2022-11-27,2022-12-03,7,Georgia,GA,William
2022-01-02,2022-01-08,7,Hawaii,HI,Eli
2022-01-09,2022-01-15,7,Hawaii,HI,Eli
2022-01-16,2022-01-22,7,Hawaii,HI,Eli
2022-01-23,2022-01-29,7,Hawaii,HI,Derrick
2022-01-30,2022-02-05,7,Hawaii,HI,William
2022-02-06,2022-02-12,7,Hawaii,HI,Nolan
2022-02-13,2022-02-19,7,Hawaii,HI,Nolan
2022-02-20,2022-02-26,7,Hawaii,HI,Nolan
2022-02-27,2022-03-05,7,Hawaii,HI,Nolan
2022-03-06,2022-03-12,7,Hawaii,HI,Jayden
2022-03-13,2022-03-19,7,Hawaii,HI,Nolan
2022-03-20,2022-03-26,7,Hawaii,HI,Jackson
2022-03-27,2022-04-02,7,Hawaii,HI,Jackson
2022-04-03,2022-04-09,7,Hawaii,HI,Jackson
2022-04-10,2022-04-16,7,Hawaii,HI,Jackson
2022-04-17,2022-04-23,7,Hawaii,HI,Jackson
2022-04-24,2022-04-30,7,Hawaii,HI,Andrew
2022-05-01,2022-05-07,7,Hawaii,HI,Eli
2022-05-08,2022-05-14,7,Hawaii,HI,Nicholas
2022-05-15,2022-05-21,7,Hawaii,HI,Julian
2022-05-22,2022-05-28,7,Hawaii,HI,Adam
2022-05-29,2022-06-04,7,Hawaii,HI,Jackson
2022-06-05,2022-06-11,7,Hawaii,HI,Andrew
2022-06-12,2022-06-18,7,Hawaii,HI,Ryan
2022-06-19,2022-06-25,7,Hawaii,HI,Ryan
2022-06-26,2022-07-02,7,Hawaii,HI,Ryan
2022-07-03,2022-07-09,7,Hawaii,HI,Ryan
2022-07-10,2022-07-16,7,Hawaii,HI,Nolan
2022-07-17,2022-07-23,7,Hawaii,HI,Isaiah
2022-07-24,2022-07-30,7,Hawaii,HI,Andrew
2022-07-31,2022-08-06,7,Hawaii,HI,Eli
2022-08-07,2022-08-13,7,Hawaii,HI,Theodore
2022-08-14,2022-08-20,7,Hawaii,HI,Theodore
2022-08-21,2022-08-27,7,Hawaii,HI,Theodore
2022-08-28,2022-09-03,7,Hawaii,HI,Theodore
2022-09-04,2022-09-10,7,Hawaii,HI,Eli
2022-09-11,2022-09-17,7,Hawaii,HI,Jackson
2022-09-18,2022-09-24,7,Hawaii,HI,Jackson
2022-09-25,2022-10-01,7,Hawaii,HI,Hudson
2022-10-02,2022-10-08,7,Hawaii,HI,Christian
2022-10-09,2022-10-15,7,Hawaii,HI,Andrew
2022-10-16,2022-10-22,7,Hawaii,HI,Nicholas
2022-10-23,2022-10-29,7,Hawaii,HI,Hudson
2022-10-30,2022-11-05,7,Hawaii,HI,Jackson
2022-11-06,2022-11-12,7,Hawaii,HI,Andrew
2022-11-13,2022-11-19,7,Hawaii,HI,Jayden
2022-11-20,2022-11-26,7,Hawaii,HI,William
2022-11-27,2022-12-03,7,Hawaii,HI,William
2022-01-02,2022-01-08,7,Idaho,ID,Eli
2022-01-09,2022-01-15,7,Idaho,ID,Eli
2022-01-16,2022-01-22,7,Idaho,ID,Eli
2022-01-23,2022-01-29,7,Idaho,ID,Derrick
2022-01-30,2022-02-05,7,Idaho,ID,William
2022-02-06,2022-02-12,7,Idaho,ID,Nolan
2022-02-13,2022-02-19,7,Idaho,ID,Nolan
2022-02-20,2022-02-26,7,Idaho,ID,Nolan
2022-02-27,2022-03-05,7,Idaho,ID,Nolan
2022-03-06,2022-03-12,7,Idaho,ID,Jayden
2022-03-13,2022-03-19,7,Idaho,ID,Nolan
2022-03-20,2022-03-26,7,Idaho,ID,Jackson
2022-03-27,2022-04-02,7,Idaho,ID,Jackson
2022-04-03,2022-04-09,7,Idaho,ID,Jackson
2022-04-10,2022-04-16,7,Idaho,ID,Jackson
2022-04-17,2022-04-23,7,Idaho,ID,Jackson
2022-04-24,2022-04-30,7,Idaho,ID,Andrew
2022-05-01,2022-05-07,7,Idaho,ID,Eli
2022-05-08,2022-05-14,7,Idaho,ID,Nicholas
2022-05-15,2022-05-21,7,Idaho,ID,Julian
2022-05-22,2022-05-28,7,Idaho,ID,Adam
2022-05-29,2022-06-04,7,Idaho,ID,Jackson
2022-06-05,2022-06-11,7,Idaho,ID,Andrew
2022-06-12,2022-06-18,7,Idaho,ID,Ryan
2022-06-19,2022-06-25,7,Idaho,ID,Ryan
2022-06-26,2022-07-02,7,Idaho,ID,Ryan
2022-07-03,2022-07-09,7,Idaho,ID,Ryan
2022-07-10,2022-07-16,7,Idaho,ID,Nolan
2022-07-17,2022-07-23,7,Idaho,ID,Isaiah
2022-07-24,2022-07-30,7,Idaho,ID,Andrew
2022-07-31,2022-08-06,7,Idaho,ID,Eli
2022-08-07,2022-08-13,7,Idaho,ID,Theodore
2022-08-14,2022-08-20,7,Idaho,ID,Theodore
2022-08-21,2022-08-27,7,Idaho,ID,Theodore
2022-08-28,2022-09-03,7,Idaho,ID,Theodore
2022-09-04,2022-09-10,7,Idaho,ID,Eli
2022-09-11,2022-09-17,7,Idaho,ID,Jackson
2022-09-18,2022-09-24,7,Idaho,ID,Jackson
2022-09-25,2022-10-01,7,Idaho,ID,Hudson
2022-10-02,2022-10-08,7,Idaho,ID,Christian
2022-10-09,2022-10-15,7,Idaho,ID,Andrew
2022-10-16,2022-10-22,7,Idaho,ID,Nicholas
2022-10-23,2022-10-29,7,Idaho,ID,Hudson
2022-10-30,2022-11-05,7,Idaho,ID,Jackson
2022-11-06,2022-11-12,7,Idaho,ID,Andrew
2022-11-13,2022-11-19,7,Idaho,ID,Jayden
2022-11-20,2022-11-26,7,Idaho,ID,William
2022-11-27,2022-12-03,7,Idaho,ID,William
2022-01-02,2022-01-08,7,Illinois,IL,Eli
2022-01-09,2022-01-15,7,Illinois,IL,Eli
2022-01-16,2022-01-22,7,Illinois,IL,Eli
2022-01-23,2022-01-29,7,Illinois,IL,Derrick
2022-01-30,2022-02-05,7,Illinois,IL,William
2022-02-06,2022-02-12,7,Illinois,IL,Nolan
2022-02-13,2022-02-19,7,Illinois,IL,Nolan
2022-02-20,2022-02-26,7,Illinois,IL,Nolan
2022-02-27,2022-03-05,7,Illinois,IL,Nolan
2022-03-06,2022-03-12,7,Illinois,IL,Jayden
2022-03-13,2022-03-19,7,Illinois,IL,Nolan
2022-03-20,2022-03-26,7,Illinois,IL,Jackson
2022-03-27,2022-04-02,7,Illinois,IL,Jackson
2022-04-03,2022-04-09,7,Illinois,IL,Jackson
2022-04-10,2022-04-16,7,Illinois,IL,Jackson
2022-04-17,2022-04-23,7,Illinois,IL,Jackson
2022-04-24,2022-04-30,7,Illinois,IL,Andrew
2022-05-01,2022-05-07,7,Illinois,IL,Eli
2022-05-08,2022-05-14,7,Illinois,IL,Nicholas
2022-05-15,2022-05-21,7,Illinois,IL,Julian
2022-05-22,2022-05-28,7,Illinois,IL,Adam
2022-05-29,2022-06-04,7,Illinois,IL,Jackson
2022-06-05,2022-06-11,7,Illinois,IL,Andrew
2022-06-12,2022-06-18,7,Illinois,IL,Ryan
2022-06-19,2022-06-25,7,Illinois,IL,Ryan
2022-06-26,2022-07-02,7,Illinois,IL,Ryan
2022-07-03,2022-07-09,7,Illinois,IL,Ryan
2022-07-10,2022-07-16,7,Illinois,IL,Nolan
2022-07-17,2022-07-23,7,Illinois,IL,Isaiah
2022-07-24,2022-07-30,7,Illinois,IL,Andrew
2022-07-31,2022-08-06,7,Illinois,IL,Eli
2022-08-07,2022-08-13,7,Illinois,IL,Theodore
2022-08-14,2022-08-20,7,Illinois,IL,Theodore
2022-08-21,2022-08-27,7,Illinois,IL,Theodore
2022-08-28,2022-09-03,7,Illinois,IL,Theodore
2022-09-04,2022-09-10,7,Illinois,IL,Eli
2022-09-11,2022-09-17,7,Illinois,IL,Jackson
2022-09-18,2022-09-24,7,Illinois,IL,Jackson
2022-09-25,2022-10-01,7,Illinois,IL,Hudson
2022-10-02,2022-10-08,7,Illinois,IL,Christian
2022-10-09,2022-10-15,7,Illinois,IL,Andrew
2022-10-16,2022-10-22,7,Illinois,IL,Nicholas
2022-10-23,2022-10-29,7,Illinois,IL,Hudson
2022-10-30,2022-11-05,7,Illinois,IL,Jackson
2022-11-06,2022-11-12,7,Illinois,IL,Andrew
2022-11-13,2022-11-19,7,Illinois,IL,Jayden
2022-11-20,2022-11-26,7,Illinois,IL,William
2022-11-27,2022-12-03,7,Illinois,IL,William
2022-01-02,2022-01-08,7,Indiana,IN,Eli
2022-01-09,2022-01-15,7,Indiana,IN,Eli
2022-01-16,2022-01-22,7,Indiana,IN,Eli
2022-01-23,2022-01-29,7,Indiana,IN,Derrick
2022-01-30,2022-02-05,7,Indiana,IN,William
2022-02-06,2022-02-12,7,Indiana,IN,Nolan
2022-02-13,2022-02-19,7,Indiana,IN,Nolan
2022-02-20,2022-02-26,7,Indiana,IN,Nolan
2022-02-27,2022-03-05,7,Indiana,IN,Nolan
2022-03-06,2022-03-12,7,Indiana,IN,Jayden
2022-03-13,2022-03-19,7,Indiana,IN,Nolan
2022-03-20,2022-03-26,7,Indiana,IN,Jackson
2022-03-27,2022-04-02,7,Indiana,IN,Jackson
2022-04-03,2022-04-09,7,Indiana,IN,Jackson
2022-04-10,2022-04-16,7,Indiana,IN,Jackson
2022-04-17,2022-04-23,7,Indiana,IN,Jackson
2022-04-24,2022-04-30,7,Indiana,IN,Andrew
2022-05-01,2022-05-07,7,Indiana,IN,Eli
2022-05-08,2022-05-14,7,Indiana,IN,Nicholas
2022-05-15,2022-05-21,7,Indiana,IN,Julian
2022-05-22,2022-05-28,7,Indiana,IN,Adam
2022-05-29,2022-06-04,7,Indiana,IN,Jackson
2022-06-05,2022-06-11,7,Indiana,IN,Andrew
2022-06-12,2022-06-18,7,Indiana,IN,Ryan
2022-06-19,2022-06-25,7,Indiana,IN,Ryan
2022-06-26,2022-07-02,7,Indiana,IN,Ryan
2022-07-03,2022-07-09,7,Indiana,IN,Ryan
2022-07-10,2022-07-16,7,Indiana,IN,Nolan
2022-07-17,2022-07-23,7,Indiana,IN,Isaiah
2022-07-24,2022-07-30,7,Indiana,IN,Andrew
2022-07-31,2022-08-06,7,Indiana,IN,Eli
2022-08-07,2022-08-13,7,Indiana,IN,Theodore
2022-08-14,2022-08-20,7,Indiana,IN,Theodore
2022-08-21,2022-08-27,7,Indiana,IN,Theodore
2022-08-28,2022-09-03,7,Indiana,IN,Theodore
2022-09-04,2022-09-10,7,Indiana,IN,Eli
2022-09-11,2022-09-17,7,Indiana,IN,Jackson
2022-09-18,2022-09-24,7,Indiana,IN,Jackson
2022-09-25,2022-10-01,7,Indiana,IN,Hudson
2022-10-02,2022-10-08,7,Indiana,IN,Christian
2022-10-09,2022-10-15,7,Indiana,IN,Andrew
2022-10-16,2022-10-22,7,Indiana,IN,Nicholas
2022-10-23,2022-10-29,7,Indiana,IN,Hudson
2022-10-30,2022-11-05,7,Indiana,IN,Jackson
2022-11-06,2022-11-12,7,Indiana,IN,Andrew
2022-11-13,2022-11-19,7,Indiana,IN,Jayden
2022-11-20,2022-11-26,7,Indiana,IN,William
2022-11-27,2022-12-03,7,Indiana,IN,William
2022-01-02,2022-01-08,7,Iowa,IA,Eli
2022-01-09,2022-01-15,7,Iowa,IA,Eli
2022-01-16,2022-01-22,7,Iowa,IA,Eli
2022-01-23,2022-01-29,7,Iowa,IA,Derrick
2022-01-30,2022-02-05,7,Iowa,IA,William
2022-02-06,2022-02-12,7,Iowa,IA,Nolan
2022-02-13,2022-02-19,7,Iowa,IA,Nolan
2022-02-20,2022-02-26,7,Iowa,IA,Nolan
2022-02-27,2022-03-05,7,Iowa,IA,Nolan
2022-03-06,2022-03-12,7,Iowa,IA,Jayden
2022-03-13,2022-03-19,7,Iowa,IA,Nolan
2022-03-20,2022-03-26,7,Iowa,IA,Jackson
2022-03-27,2022-04-02,7,Iowa,IA,Jackson
2022-04-03,2022-04-09,7,Iowa,IA,Jackson
2022-04-10,2022-04-16,7,Iowa,IA,Jackson
2022-04-17,2022-04-23,7,Iowa,IA,Jackson
2022-04-24,2022-04-30,7,Iowa,IA,Andrew
2022-05-01,2022-05-07,7,Iowa,IA,Eli
2022-05-08,2022-05-14,7,Iowa,IA,Nicholas
2022-05-15,2022-05-21,7,Iowa,IA,Julian
2022-05-22,2022-05-28,7,Iowa,IA,Adam
2022-05-29,2022-06-04,7,Iowa,IA,Jackson
2022-06-05,2022-06-11,7,Iowa,IA,Andrew
2022-06-12,2022-06-18,7,Iowa,IA,Ryan
2022-06-19,2022-06-25,7,Iowa,IA,Ryan
2022-06-26,2022-07-02,7,Iowa,IA,Ryan
2022-07-03,2022-07-09,7,Iowa,IA,Ryan
2022-07-10,2022-07-16,7,Iowa,IA,Nolan
2022-07-17,2022-07-23,7,Iowa,IA,Isaiah
2022-07-24,2022-07-30,7,Iowa,IA,Andrew
2022-07-31,2022-08-06,7,Iowa,IA,Eli
2022-08-07,2022-08-13,7,Iowa,IA,Theodore
2022-08-14,2022-08-20,7,Iowa,IA,Theodore
2022-08-21,2022-08-27,7,Iowa,IA,Theodore
2022-08-28,2022-09-03,7,Iowa,IA,Theodore
2022-09-04,2022-09-10,7,Iowa,IA,Eli
2022-09-11,2022-09-17,7,Iowa,IA,Jackson
2022-09-18,2022-09-24,7,Iowa,IA,Jackson
2022-09-25,2022-10-01,7,Iowa,IA,Hudson
2022-10-02,2022-10-08,7,Iowa,IA,Christian
2022-10-09,2022-10-15,7,Iowa,IA,Andrew
2022-10-16,2022-10-22,7,Iowa,IA,Nicholas
2022-10-23,2022-10-29,7,Iowa,IA,Hudson
2022-10-30,2022-11-05,7,Iowa,IA,Jackson
2022-11-06,2022-11-12,7,Iowa,IA,Andrew
2022-11-13,2022-11-19,7,Iowa,IA,Jayden
2022-11-20,2022-11-26,7,Iowa,IA,William
2022-11-27,2022-12-03,7,Iowa,IA,William
2022-01-02,2022-01-08,7,Kansas,KS,Eli
2022-01-09,2022-01-15,7,Kansas,KS,Eli
2022-01-16,2022-01-22,7,Kansas,KS,Eli
2022-01-23,2022-01-29,7,Kansas,KS,Derrick
2022-01-30,2022-02-05,7,Kansas,KS,William
2022-02-06,2022-02-12,7,Kansas,KS,Nolan
2022-02-13,2022-02-19,7,Kansas,KS,Nolan
2022-02-20,2022-02-26,7,Kansas,KS,Nolan
2022-02-27,2022-03-05,7,Kansas,KS,Nolan
2022-03-06,2022-03-12,7,Kansas,KS,Jayden
2022-03-13,2022-03-19,7,Kansas,KS,Nolan
2022-03-20,2022-03-26,7,Kansas,KS,Jackson
2022-03-27,2022-04-02,7,Kansas,KS,Jackson
2022-04-03,2022-04-09,7,Kansas,KS,Jackson
2022-04-10,2022-04-16,7,Kansas,KS,Jackson
2022-04-17,2022-04-23,7,Kansas,KS,Jackson
2022-04-24,2022-04-30,7,Kansas,KS,Andrew
2022-05-01,2022-05-07,7,Kansas,KS,Eli
2022-05-08,2022-05-14,7,Kansas,KS,Nicholas
2022-05-15,2022-05-21,7,Kansas,KS,Julian
2022-05-22,2022-05-28,7,Kansas,KS,Adam
2022-05-29,2022-06-04,7,Kansas,KS,Jackson
2022-06-05,2022-06-11,7,Kansas,KS,Andrew
2022-06-12,2022-06-18,7,Kansas,KS,Ryan
2022-06-19,2022-06-25,7,Kansas,KS,Ryan
2022-06-26,2022-07-02,7,Kansas,KS,Ryan
2022-07-03,2022-07-09,7,Kansas,KS,Ryan
2022-07-10,2022-07-16,7,Kansas,KS,Nolan
2022-07-17,2022-07-23,7,Kansas,KS,Isaiah
2022-07-24,2022-07-30,7,Kansas,KS,Andrew
2022-07-31,2022-08-06,7,Kansas,KS,Eli
2022-08-07,2022-08-13,7,Kansas,KS,Theodore
2022-08-14,2022-08-20,7,Kansas,KS,Theodore
2022-08-21,2022-08-27,7,Kansas,KS,Theodore
2022-08-28,2022-09-03,7,Kansas,KS,Theodore
2022-09-04,2022-09-10,7,Kansas,KS,Eli
2022-09-11,2022-09-17,7,Kansas,KS,Jackson
2022-09-18,2022-09-24,7,Kansas,KS,Jackson
2022-09-25,2022-10-01,7,Kansas,KS,Hudson
2022-10-02,2022-10-08,7,Kansas,KS,Christian
2022-10-09,2022-10-15,7,Kansas,KS,Andrew
2022-10-16,2022-10-22,7,Kansas,KS,Nicholas
2022-10-23,2022-10-29,7,Kansas,KS,Hudson
2022-10-30,2022-11-05,7,Kansas,KS,Jackson
2022-11-06,2022-11-12,7,Kansas,KS,Andrew
2022-11-13,2022-11-19,7,Kansas,KS,Jayden
2022-11-20,2022-11-26,7,Kansas,KS,William
2022-11-27,2022-12-03,7,Kansas,KS,William
2022-01-02,2022-01-08,7,Kentucky,KY,Eli
2022-01-09,2022-01-15,7,Kentucky,KY,Eli
2022-01-16,2022-01-22,7,Kentucky,KY,Eli
2022-01-23,2022-01-29,7,Kentucky,KY,Derrick
2022-01-30,2022-02-05,7,Kentucky,KY,William
2022-02-06,2022-02-12,7,Kentucky,KY,Nolan
2022-02-13,2022-02-19,7,Kentucky,KY,Nolan
2022-02-20,2022-02-26,7,Kentucky,KY,Nolan
2022-02-27,2022-03-05,7,Kentucky,KY,Nolan
2022-03-06,2022-03-12,7,Kentucky,KY,Jayden
2022-03-13,2022-03-19,7,Kentucky,KY,Nolan
2022-03-20,2022-03-26,7,Kentucky,KY,Jackson
2022-03-27,2022-04-02,7,Kentucky,KY,Jackson
2022-04-03,2022-04-09,7,Kentucky,KY,Jackson
2022-04-10,2022-04-16,7,Kentucky,KY,Jackson
2022-04-17,2022-04-23,7,Kentucky,KY,Jackson
2022-04-24,2022-04-30,7,Kentucky,KY,Andrew
2022-05-01,2022-05-07,7,Kentucky,KY,Eli
2022-05-08,2022-05-14,7,Kentucky,KY,Nicholas
2022-05-15,2022-05-21,7,Kentucky,KY,Julian
2022-05-22,2022-05-28,7,Kentucky,KY,Adam
2022-05-29,2022-06-04,7,Kentucky,KY,Jackson
2022-06-05,2022-06-11,7,Kentucky,KY,Andrew
2022-06-12,2022-06-18,7,Kentucky,KY,Ryan
2022-06-19,2022-06-25,7,Kentucky,KY,Ryan
2022-06-26,2022-07-02,7,Kentucky,KY,Ryan
2022-07-03,2022-07-09,7,Kentucky,KY,Ryan
2022-07-10,2022-07-16,7,Kentucky,KY,Nolan
2022-07-17,2022-07-23,7,Kentucky,KY,Isaiah
2022-07-24,2022-07-30,7,Kentucky,KY,Andrew
2022-07-31,2022-08-06,7,Kentucky,KY,Eli
2022-08-07,2022-08-13,7,Kentucky,KY,Theodore
2022-08-14,2022-08-20,7,Kentucky,KY,Theodore
2022-08-21,2022-08-27,7,Kentucky,KY,Theodore
2022-08-28,2022-09-03,7,Kentucky,KY,Theodore
2022-09-04,2022-09-10,7,Kentucky,KY,Eli
2022-09-11,2022-09-17,7,Kentucky,KY,Jackson
2022-09-18,2022-09-24,7,Kentucky,KY,Jackson
2022-09-25,2022-10-01,7,Kentucky,KY,Hudson
2022-10-02,2022-10-08,7,Kentucky,KY,Christian
2022-10-09,2022-10-15,7,Kentucky,KY,Andrew
2022-10-16,2022-10-22,7,Kentucky,KY,Nicholas
2022-10-23,2022-10-29,7,Kentucky,KY,Hudson
2022-10-30,2022-11-05,7,Kentucky,KY,Jackson
2022-11-06,2022-11-12,7,Kentucky,KY,Andrew
2022-11-13,2022-11-19,7,Kentucky,KY,Jayden
2022-11-20,2022-11-26,7,Kentucky,KY,William
2022-11-27,2022-12-03,7,Kentucky,KY,William
2022-01-02,2022-01-08,7,Louisiana,LA,Eli
2022-01-09,2022-01-15,7,Louisiana,LA,Eli
2022-01-16,2022-01-22,7,Louisiana,LA,Eli
2022-01-23,2022-01-29,7,Louisiana,LA,Derrick
2022-01-30,2022-02-05,7,Louisiana,LA,William
2022-02-06,2022-02-12,7,Louisiana,LA,Nolan
2022-02-13,2022-02-19,7,Louisiana,LA,Nolan
2022-02-20,2022-02-26,7,Louisiana,LA,Nolan
2022-02-27,2022-03-05,7,Louisiana,LA,Nolan
2022-03-06,2022-03-12,7,Louisiana,LA,Jayden
2022-03-13,2022-03-19,7,Louisiana,LA,Nolan
2022-03-20,2022-03-26,7,Louisiana,LA,Jackson
2022-03-27,2022-04-02,7,Louisiana,LA,Jackson
2022-04-03,2022-04-09,7,Louisiana,LA,Jackson
2022-04-10,2022-04-16,7,Louisiana,LA,Jackson
2022-04-17,2022-04-23,7,Louisiana,LA,Jackson
2022-04-24,2022-04-30,7,Louisiana,LA,Andrew
2022-05-01,2022-05-07,7,Louisiana,LA,Eli
2022-05-08,2022-05-14,7,Louisiana,LA,Nicholas
2022-05-15,2022-05-21,7,Louisiana,LA,Julian
2022-05-22,2022-05-28,7,Louisiana,LA,Adam
2022-05-29,2022-06-04,7,Louisiana,LA,Jackson
2022-06-05,2022-06-11,7,Louisiana,LA,Andrew
2022-06-12,2022-06-18,7,Louisiana,LA,Ryan
2022-06-19,2022-06-25,7,Louisiana,LA,Ryan
2022-06-26,2022-07-02,7,Louisiana,LA,Ryan
2022-07-03,2022-07-09,7,Louisiana,LA,Ryan
2022-07-10,2022-07-16,7,Louisiana,LA,Nolan
2022-07-17,2022-07-23,7,Louisiana,LA,Isaiah
2022-07-24,2022-07-30,7,Louisiana,LA,Andrew
2022-07-31,2022-08-06,7,Louisiana,LA,Eli
2022-08-07,2022-08-13,7,Louisiana,LA,Theodore
2022-08-14,2022-08-20,7,Louisiana,LA,Theodore
2022-08-21,2022-08-27,7,Louisiana,LA,Theodore
2022-08-28,2022-09-03,7,Louisiana,LA,Theodore
2022-09-04,2022-09-10,7,Louisiana,LA,Eli
2022-09-11,2022-09-17,7,Louisiana,LA,Jackson
2022-09-18,2022-09-24,7,Louisiana,LA,Jackson
2022-09-25,2022-10-01,7,Louisiana,LA,Hudson
2022-10-02,2022-10-08,7,Louisiana,LA,Christian
2022-10-09,2022-10-15,7,Louisiana,LA,Andrew
2022-10-16,2022-10-22,7,Louisiana,LA,Nicholas
2022-10-23,2022-10-29,7,Louisiana,LA,Hudson
2022-10-30,2022-11-05,7,Louisiana,LA,Jackson
2022-11-06,2022-11-12,7,Louisiana,LA,Andrew
2022-11-13,2022-11-19,7,Louisiana,LA,Jayden
2022-11-20,2022-11-26,7,Louisiana,LA,William
2022-11-27,2022-12-03,7,Louisiana,LA,William
2022-01-02,2022-01-08,7,Maine,ME,Eli
2022-01-09,2022-01-15,7,Maine,ME,Eli
2022-01-16,2022-01-22,7,Maine,ME,Eli
2022-01-23,2022-01-29,7,Maine,ME,Derrick
2022-01-30,2022-02-05,7,Maine,ME,William
2022-02-06,2022-02-12,7,Maine,ME,Nolan
2022-02-13,2022-02-19,7,Maine,ME,Nolan
2022-02-20,2022-02-26,7,Maine,ME,Nolan
2022-02-27,2022-03-05,7,Maine,ME,Nolan
2022-03-06,2022-03-12,7,Maine,ME,Jayden
2022-03-13,2022-03-19,7,Maine,ME,Nolan
2022-03-20,2022-03-26,7,Maine,ME,Jackson
2022-03-27,2022-04-02,7,Maine,ME,Jackson
2022-04-03,2022-04-09,7,Maine,ME,Jackson
2022-04-10,2022-04-16,7,Maine,ME,Jackson
2022-04-17,2022-04-23,7,Maine,ME,Jackson
2022-04-24,2022-04-30,7,Maine,ME,Andrew
2022-05-01,2022-05-07,7,Maine,ME,Eli
2022-05-08,2022-05-14,7,Maine,ME,Nicholas
2022-05-15,2022-05-21,7,Maine,ME,Julian
2022-05-22,2022-05-28,7,Maine,ME,Adam
2022-05-29,2022-06-04,7,Maine,ME,Jackson
2022-06-05,2022-06-11,7,Maine,ME,Andrew
2022-06-12,2022-06-18,7,Maine,ME,Ryan
2022-06-19,2022-06-25,7,Maine,ME,Ryan
2022-06-26,2022-07-02,7,Maine,ME,Ryan
2022-07-03,2022-07-09,7,Maine,ME,Ryan
2022-07-10,2022-07-16,7,Maine,ME,Nolan
2022-07-17,2022-07-23,7,Maine,ME,Isaiah
2022-07-24,2022-07-30,7,Maine,ME,Andrew
2022-07-31,2022-08-06,7,Maine,ME,Eli
2022-08-07,2022-08-13,7,Maine,ME,Theodore
2022-08-14,2022-08-20,7,Maine,ME,Theodore
2022-08-21,2022-08-27,7,Maine,ME,Theodore
2022-08-28,2022-09-03,7,Maine,ME,Theodore
2022-09-04,2022-09-10,7,Maine,ME,Eli
2022-09-11,2022-09-17,7,Maine,ME,Jackson
2022-09-18,2022-09-24,7,Maine,ME,Jackson
2022-09-25,2022-10-01,7,Maine,ME,Hudson
2022-10-02,2022-10-08,7,Maine,ME,Christian
2022-10-09,2022-10-15,7,Maine,ME,Andrew
2022-10-16,2022-10-22,7,Maine,ME,Nicholas
2022-10-23,2022-10-29,7,Maine,ME,Hudson
2022-10-30,2022-11-05,7,Maine,ME,Jackson
2022-11-06,2022-11-12,7,Maine,ME,Andrew
2022-11-13,2022-11-19,7,Maine,ME,Jayden
2022-11-20,2022-11-26,7,Maine,ME,William
2022-11-27,2022-12-03,7,Maine,ME,William
2022-01-02,2022-01-08,7,Maryland,MD,Eli
2022-01-09,2022-01-15,7,Maryland,MD,Eli
2022-01-16,2022-01-22,7,Maryland,MD,Eli
2022-01-23,2022-01-29,7,Maryland,MD,Derrick
2022-01-30,2022-02-05,7,Maryland,MD,William
2022-02-06,2022-02-12,7,Maryland,MD,Nolan
2022-02-13,2022-02-19,7,Maryland,MD,Nolan
2022-02-20,2022-02-26,7,Maryland,MD,Nolan
